# List of L0 bits with variable meaning inside a run.
# These bits should not be used for analysis.
# Format: run range (run1, run2); vacant bits in this range.
#
2270 2270 0 1
2276 2277 0 1
2302 2302 0 1
2305 2305 0 1
2324 2325 0
2342 2342 0
2349 2349 0
2352 2352 0
2363 2363 0
2422 2422 1 2 3
2464 2464 1 2
2472 2472 4
2498 2498 0
2918 2918 6
2927 2927 6
3013 3013 1 2 3 4
3064 3064 1 5
3175 3175 1 5
3177 3177 1
3272 3272 4
3327 3327 1 5
3345 3345 1 5
3346 3346 5
3348 3348 1
3702 3702 2
3703 3703 7
3709 3709 7
3711 3711 7
3734 3734 7
3738 3738 7
3819 3819 3
3828 3828 7
3844 3844 0
3845 3845 2
3852 3852 7
3901 3903 3
3990 3990 0 2
3994 3994 1 5
4008 4008 2
4047 4047 0 2 3 4 5 6 7
4061 4061 0
4064 4064 2
4073 4073 0
4443 4443 0
4488 4488 0
4500 4500 0
4563 4563 0
4630 4630 6
4631 4637 1
4638 4649 6
4654 4656 1
4657 4665 6
4666 4672 1 6
4689 4695 1
4696 4697 6
4708 4715 1
4741 4741 6
4997 4997 3
4999 4999 1
5000 5000 3
5032 5032 3
5045 5045 4
5065 5065 2 3
5067 5067 2 3
5068 5068 2
5071 5071 2
5093 5093 2 3 5
5099 5099 3 6
5118 5118 1
5126 5126 2 5
5169 5169 0
5193 5193 1
5205 5205 1
5236 5236 0
5239 5240 0
5251 5251 0
5264 5264 0
5269 5269 4
5352 5352 4
5368 5368 4
5369 5369 0
5435 5435 3 5 6
5483 5483 4
5537 5537 1
5554 5554 1
5579 5579 1 3 4
5581 5581 1
5601 5601 1
5613 5613 1
5707 5707 1
5723 5723 1
5872 5872 1
5875 5875 1
5962 5962 1
5964 5964 1
6361 6361 0
6470 6470 0
6555 6556 0
6602 6602 0
6626 6626 0
6669 6669 4
6686 6686 4
6703 6703 1 4
6712 6713 0
6753 6753 0
6784 6784 1
6795 6795 4
6832 6832 2
6836 6837 0
6839 6839 0
6845 6845 0
6883 6883 0
6916 6916 0
7011 7011 0
7049 7049 0
7054 7054 0
7075 7075 0 1
7081 7081 0
7095 7095 1
7295 7295 0
7378 7378 0
7382 7382 0
7390 7390 7
7395 7395 0
7432 7432 7
7552 7552 1
7586 7586 3
7632 7632 6
7649 7649 6
7669 7669 10
7679 7679 1
7713 7713 1
7719 7719 10
7891 7892 1
8300 8300 0
8302 8302 0
8306 8306 0
8325 8325 0
8398 8398 0
8421 8421 0
8638 8638 2
8650 8650 9
9384 9384 11
