# generated with run 8647
-0.347564 3.46495
-0.29233 2.81545
-0.294831 2.73755
-0.255136 2.32368
-0.331359 2.96821
-0.319167 2.77324
-0.33575 2.88155
-0.334817 2.82041
-0.338047 2.83338
-0.364884 3.00437
-0.396938 3.16658
-0.369869 2.91194
-0.378194 2.89036
-0.372995 2.73716
-0.301901 2.17715
0 0
-0.425703 4.13737
-0.328334 3.0747
-0.36651 3.30323
-0.371377 3.27009
-0.39583 3.38965
-0.353482 2.9662
-0.368025 3.02376
-0.426325 3.38327
-0.391571 3.0575
-0.399929 3.03238
-0.428961 3.17159
-0.410739 2.95496
-0.347231 2.39334
-0.326843 2.13498
-0.314553 2.01344
-0.269008 1.66094
-0.474078 5.17953
-0.280063 2.98001
-0.295033 3.07175
-0.305233 3.12421
-0.290491 2.89875
-0.303897 3.02245
-0.293774 2.86882
-0.317376 3.05272
-0.306927 2.90512
-0.297487 2.78766
-0.315435 2.9069
-0.32271 2.90671
-0.329889 2.93678
-0.32393 2.81322
-0.331814 2.8104
-0.378793 3.11556
-0.355306 3.69893
-0.228562 2.27733
-0.279875 2.72832
-0.243965 2.31421
-0.286271 2.64817
-0.242536 2.19796
-0.247366 2.19871
-0.275341 2.39598
-0.266428 2.25158
-0.282011 2.39102
-0.372768 3.03809
-0.35409 2.7757
-0.383785 2.95438
-0.335481 2.54389
-0.386072 2.82935
-0.37763 2.67837
-0.556168 5.66021
-0.506833 4.966
-0.331382 3.14845
-0.397651 3.69813
-0.411132 3.70186
-0.352672 3.10966
-0.391218 3.3751
-0.359118 3.04071
-0.388304 3.20122
-0.451598 3.68043
-0.442301 3.53398
-0.443733 3.43571
-0.450454 3.41708
-0.420282 3.09697
-0.426926 3.05827
-0.389966 2.66668
-0.473692 4.76185
-0.368368 3.53269
-0.348768 3.25429
-0.318522 2.90509
-0.314635 2.80613
-0.318304 2.78719
-0.310396 2.64394
-0.345523 2.89237
-0.315812 2.64205
-0.388953 3.15068
-0.402134 3.15264
-0.401299 3.09922
-0.402228 3.03705
-0.395423 2.91084
-0.407886 2.95242
-0.422899 2.88694
-0.354987 3.80491
-0.220547 2.23569
-0.278162 2.75389
-0.293458 2.81911
-0.300917 2.83316
-0.281629 2.60273
-0.290362 2.61103
-0.296234 2.62401
-0.300461 2.60683
-0.307627 2.61452
-0.33729 2.78916
-0.377416 3.04407
-0.380515 2.99706
-0.366076 2.80056
-0.385216 2.87222
-0.392005 2.80457
-0.281254 2.93614
-0.308115 3.07099
-0.276917 2.66677
-0.28693 2.71168
-0.283711 2.66361
-0.258901 2.36905
-0.289563 2.60333
-0.289078 2.54908
-0.303539 2.6395
-0.285101 2.40133
-0.418801 3.46759
-0.379873 3.08587
-0.373865 2.97745
-0.345643 2.66612
-0.396931 2.97903
-0.334222 2.39929
-0.352379 3.8818
-0.247002 2.58577
-0.317674 3.25804
-0.287971 2.89543
-0.337612 3.29681
-0.269039 2.59395
-0.289342 2.74334
-0.288357 2.67489
-0.286086 2.61055
-0.300331 2.70412
-0.275323 2.39775
-0.282687 2.39684
-0.302932 2.50881
-0.32594 2.59813
-0.320745 2.47159
-0.320834 2.37632
0 0
-0.445226 4.86723
-0.364759 3.8586
-0.314665 3.23866
-0.400291 4.06054
-0.30173 3.01783
-0.342221 3.38178
-0.311052 3.04134
-0.342835 3.33183
-0.324409 3.09435
-0.346845 3.29651
-0.324444 3.00099
-0.314127 2.86912
-0.320606 2.84896
-0.335024 2.91548
-0.35266 2.89566
0 0
-0.353327 3.76073
-0.349682 3.56011
-0.374731 3.68312
-0.362431 3.4766
-0.340428 3.20113
-0.363192 3.36676
-0.340007 3.08048
-0.352261 3.15651
-0.337717 2.97514
-0.365308 3.16304
-0.377234 3.19226
-0.347744 2.90093
-0.347227 2.78566
-0.387549 3.00808
-0.43649 3.3073
0 0
0 0
-0.355891 3.82581
-0.295316 3.11422
-0.315288 3.21086
-0.243024 2.42185
-0.242796 2.39606
-0.247685 2.40162
-0.254276 2.43974
-0.259623 2.47323
-0.261838 2.42864
-0.280882 2.54511
-0.278233 2.46881
-0.268529 2.33084
-0.332899 2.7895
-0.369404 3.01201
0 0
0 0
0 0
-0.446824 4.44423
-0.311199 2.99754
-0.249712 2.3186
-0.285632 2.62875
-0.292102 2.64511
-0.299361 2.65828
-0.305692 2.65232
-0.322891 2.81384
-0.326559 2.74494
-0.325469 2.70718
-0.389623 3.17482
-0.365428 2.91237
-0.371208 2.86889
0 0
0 0
0 0
0 0
-0.391782 4.26729
-0.327841 3.43317
-0.33072 3.35042
-0.301376 2.95063
-0.386052 3.71003
-0.327725 3.05924
-0.334226 3.08512
-0.256047 2.29474
-0.285269 2.48677
-0.277769 2.40529
-0.28566 2.38029
-0.300179 2.33311
0 0
0 0
0 0
0 0
0 0
-0.294729 3.36227
-0.225909 2.40763
-0.22629 2.31096
-0.2338 2.33072
-0.211032 2.0746
-0.232984 2.21174
-0.226059 2.10438
-0.281704 2.55741
-0.281102 2.49818
-0.308756 2.63648
-0.405553 3.33073
0 0
0 0
0 0
0 0
0 0
0 0
0 0
-0.220343 2.23808
-0.220198 2.21831
-0.213222 2.11463
-0.22365 2.1843
-0.244747 2.3219
-0.248135 2.32905
-0.269317 2.45615
-0.320303 2.88404
-0.32875 2.82207
-0.361535 3.04709
-0.350771 3.07805
-0.283061 2.53016
-0.281448 2.56954
-0.283551 2.66024
-0.260049 2.49106
-0.296256 2.89086
-0.259035 2.59355
-0.313752 3.2568
0 0
0 0
0 0
0 0
0 0
0 0
0 0
-0.415674 3.49592
-0.279016 2.43112
-0.275624 2.46446
-0.285152 2.59222
-0.202689 1.87854
-0.230539 2.17348
-0.253964 2.42414
-0.242345 2.3517
-0.211429 2.10526
-0.250421 2.54725
-0.161539 1.68042
0 0
0 0
0 0
0 0
0 0
-0.350582 2.29903
-0.380201 2.59396
-0.379729 2.74025
-0.391616 2.83439
-0.40534 2.97712
-0.38722 2.91344
-0.349474 2.69558
-0.32538 2.58852
-0.320724 2.5915
-0.300753 2.51626
-0.264107 2.33151
-0.321658 2.95884
0 0
0 0
0 0
0 0
-0.44975 3.68646
-0.295485 2.4544
-0.312262 2.67588
-0.30761 2.69127
-0.321631 2.86802
-0.382378 3.45557
-0.309845 2.87855
-0.245852 2.2928
-0.269577 2.57076
-0.244173 2.36028
-0.245026 2.41943
-0.289757 2.88591
-0.344836 3.54844
0 0
0 0
0 0
-0.364444 2.67324
-0.366999 2.77955
-0.380423 2.95668
-0.375031 2.93271
-0.386181 3.09769
-0.445938 3.65962
-0.312284 2.6267
-0.278416 2.37963
-0.301251 2.64099
-0.273346 2.41987
-0.27636 2.52081
-0.306015 2.81982
-0.300284 2.88751
-0.307776 3.03987
0 0
0 0
-0.380455 2.53183
-0.407878 2.8911
-0.421762 3.11568
-0.402764 3.09544
-0.377101 2.98093
-0.368529 3.02224
-0.334211 2.76793
-0.369602 3.1488
-0.352124 3.06068
-0.347103 3.09875
-0.357776 3.22061
-0.333476 3.05553
-0.406913 3.85932
-0.40472 3.95668
-0.326161 3.33954
0 0
-0.369281 2.41089
-0.369278 2.57468
-0.355567 2.59801
