CHAPEDES  5408  5863     1    2016_06_30
*---  ad hoc run min and max
*---  Made with pedestal run 5408 ( run 5408, 2016-06-30 )
*---  
  0   0     99         0         0
  0   1     99         0         0
  0   2     99         0         0
  0   3     99         0         0
  0   4     99         0         0
  0   5     99         0         0
  0   6     99         0         0
  0   7     99         0         0
  0   8     99         0         0
  0   9     99         0         0
  0  10     99         0         0
  0  11     99         0         0
  0  12     99         0         0
  0  13     99         0         0
  0  14     99         0         0
  0  15     99         0         0
  0  16     99         0         0
  0  17     99         0         0
  0  18     99         0         0
  0  19     99         0         0
  0  20     99         0         0
  0  21     99         0         0
  0  22     99         0         0
  0  23     99         0         0
  0  24     99         0         0
  0  25     99         0         0
  0  26     99         0         0
  0  27     99         0         0
  0  28     99         0         0
  0  29     99         0         0
  0  30     99         0         0
  0  31     99         0         0
  0  32     99         0         0
  0  33     99         0         0
  0  34     99         0         0
  0  35     99         0         0
  0  36     99         0         0
  0  37     99         0         0
  0  38     99         0         0
  0  39     99         0         0
  0  40     99         0         0
  0  41     99         0         0
  0  42     99         0         0
  0  43     99         0         0
  0  44     99         0         0
  0  45     99         0         0
  0  46     99         0         0
  0  47     99         0         0
  0  48     99         0         0
  0  49     99         0         0
  0  50     99         0         0
  0  51     99         0         0
  0  52     99         0         0
  0  53     99         0         0
  0  54     99         0         0
  0  55     99         0         0
  0  56     99         0         0
  0  57     99         0         0
  0  58     99         0         0
  0  59     99         0         0
  0  60     99         0         0
  0  61     99         0         0
  0  62     99         0         0
  0  63     99         0         0
  0  64     99         0         0
  0  65     99         0         0
  0  66     99         0         0
  0  67     99         0         0
  0  68     99         0         0
  0  69     99         0         0
  0  70     99         0         0
  0  71     99         0         0
  0  72     99         0         0
  0  73     99         0         0
  0  74     99         0         0
  0  75     99         0         0
  0  76     99         0         0
  0  77     99         0         0
  0  78     99         0         0
  0  79     99         0         0
  0  80     99         0         0
  0  81     99         0         0
  0  82     99         0         0
  0  83     99         0         0
  0  84     99         0         0
  0  85     99         0         0
  0  86     99         0         0
  0  87     99         0         0
  0  88     99         0         0
  0  89     99         0         0
  0  90     99         0         0
  0  91     99         0         0
  0  92     99         0         0
  0  93     99         0         0
  0  94     99         0         0
  0  95     99         0         0
  0  96     99         0         0
  0  97     99         0         0
  0  98     99         0         0
  0  99     99         0         0
  0 100     99         0         0
  0 101     99         0         0
  0 102     99         0         0
  0 103     99         0         0
  0 104     99         0         0
  0 105     99         0         0
  0 106     99         0         0
  0 107     99         0         0
  0 108     99         0         0
  0 109     99         0         0
  0 110     99         0         0
  0 111     99         0         0
  0 112     99         0         0
  0 113     99         0         0
  0 114     99         0         0
  0 115     99         0         0
  0 116     99         0         0
  0 117     99         0         0
  0 118     99         0         0
  0 119     99         0         0
  0 120     99         0         0
  0 121     99         0         0
  0 122     99         0         0
  0 123     99         0         0
  0 124     99         0         0
  0 125     99         0         0
  0 126     99         0         0
  0 127     99         0         0
  1   0     99         0         0
  1   1     99         0         0
  1   2     99         0         0
  1   3     99         0         0
  1   4     99         0         0
  1   5     99         0         0
  1   6     99         0         0
  1   7     99         0         0
  1   8     99         0         0
  1   9     99         0         0
  1  10     99         0         0
  1  11     99         0         0
  1  12     99         0         0
  1  13     99         0         0
  1  14     99         0         0
  1  15     99         0         0
  1  16     99         0         0
  1  17     99         0         0
  1  18     99         0         0
  1  19     99         0         0
  1  20     99         0         0
  1  21     99         0         0
  1  22     99         0         0
  1  23     99         0         0
  1  24     99         0         0
  1  25     99         0         0
  1  26     99         0         0
  1  27     99         0         0
  1  28     99         0         0
  1  29     99         0         0
  1  30     99         0         0
  1  31     99         0         0
  1  32     99         0         0
  1  33     99         0         0
  1  34     99         0         0
  1  35     99         0         0
  1  36     99         0         0
  1  37      0   400.381   2.73329
  1  38      0   399.915   2.72427
  1  39      0   399.284    2.5531
  1  40      0   400.717    2.8566
  1  41      0    400.93   3.22892
  1  42      0   399.727   2.91872
  1  43      0    399.44   3.16655
  1  44      0   399.143   3.19125
  1  45      0   400.206   3.05454
  1  46      0   401.162   3.42196
  1  47      0   399.625   3.26939
  1  48      0   399.705   2.49906
  1  49      0   399.114   2.68103
  1  50      0   399.453   2.82786
  1  51      0   399.663   2.79716
  1  52      0   400.677   2.77169
  1  53      0   399.394   2.84463
  1  54      0   399.167   2.67309
  1  55      0   399.558   2.58772
  1  56      0   399.498   2.55673
  1  57      0   399.918   2.68926
  1  58      0   399.481   2.56187
  1  59      0   401.185   2.68423
  1  60      0   401.152   2.74431
  1  61      0   400.221   2.41989
  1  62      0   399.776   2.65201
  1  63      0   401.501   2.55229
  1  64      0   399.384   2.89863
  1  65      0   400.412   2.81362
  1  66      0   396.501   2.83435
  1  67      0    399.64   3.29531
  1  68      0   401.513   3.00825
  1  69      0   400.928   3.23762
  1  70      0   400.354   3.16866
  1  71      0   400.309   2.74554
  1  72      0   400.147   3.07001
  1  73      0   400.035   3.45706
  1  74      0   399.977   3.46887
  1  75      0   399.428   3.06175
  1  76      0   400.554   3.17613
  1  77      0   399.983   2.82495
  1  78      0   400.066   4.69622
  1  79      0   400.542   2.66884
  1  80      0   400.152   2.60437
  1  81      9         0         0
  1  82      0   399.277   2.82702
  1  83      0   400.147   2.77899
  1  84      0   399.498   2.61886
  1  85      0   400.047   2.70383
  1  86      0   399.642   2.63354
  1  87      0   399.846   2.67918
  1  88      0   399.938   2.57991
  1  89      0   400.772   2.61267
  1  90      0   399.622   2.66529
  1  91     99         0         0
  1  92     99         0         0
  1  93     99         0         0
  1  94     99         0         0
  1  95     99         0         0
  1  96     99         0         0
  1  97     99         0         0
  1  98     99         0         0
  1  99     99         0         0
  1 100     99         0         0
  1 101     99         0         0
  1 102     99         0         0
