CHAPEDES  6256  6290     1    2016_09_13
*---  ad hoc run min and max
*---  Made with pedestal run 6256 ( run 6256, 2016-09-13  )
*---  
  0   0     99         0         0
  0   1     99         0         0
  0   2     99         0         0
  0   3     99         0         0
  0   4     99         0         0
  0   5     99         0         0
  0   6     99         0         0
  0   7     99         0         0
  0   8     99         0         0
  0   9     99         0         0
  0  10     99         0         0
  0  11     99         0         0
  0  12     99         0         0
  0  13     99         0         0
  0  14     99         0         0
  0  15     99         0         0
  0  16     99         0         0
  0  17     99         0         0
  0  18     99         0         0
  0  19     99         0         0
  0  20     99         0         0
  0  21     99         0         0
  0  22     99         0         0
  0  23     99         0         0
  0  24     99         0         0
  0  25     99         0         0
  0  26     99         0         0
  0  27     99         0         0
  0  28     99         0         0
  0  29     99         0         0
  0  30     99         0         0
  0  31     99         0         0
  0  32     99         0         0
  0  33     99         0         0
  0  34     99         0         0
  0  35     99         0         0
  0  36     99         0         0
  0  37     99         0         0
  0  38     99         0         0
  0  39     99         0         0
  0  40     99         0         0
  0  41     99         0         0
  0  42     99         0         0
  0  43     99         0         0
  0  44     99         0         0
  0  45     99         0         0
  0  46     99         0         0
  0  47     99         0         0
  0  48     99         0         0
  0  49     99         0         0
  0  50     99         0         0
  0  51     99         0         0
  0  52     99         0         0
  0  53     99         0         0
  0  54     99         0         0
  0  55     99         0         0
  0  56     99         0         0
  0  57     99         0         0
  0  58     99         0         0
  0  59     99         0         0
  0  60     99         0         0
  0  61     99         0         0
  0  62     99         0         0
  0  63     99         0         0
  0  64     99         0         0
  0  65     99         0         0
  0  66     99         0         0
  0  67     99         0         0
  0  68     99         0         0
  0  69     99         0         0
  0  70     99         0         0
  0  71     99         0         0
  0  72     99         0         0
  0  73     99         0         0
  0  74     99         0         0
  0  75     99         0         0
  0  76     99         0         0
  0  77     99         0         0
  0  78     99         0         0
  0  79     99         0         0
  0  80     99         0         0
  0  81     99         0         0
  0  82     99         0         0
  0  83     99         0         0
  0  84     99         0         0
  0  85     99         0         0
  0  86     99         0         0
  0  87     99         0         0
  0  88     99         0         0
  0  89     99         0         0
  0  90     99         0         0
  0  91     99         0         0
  0  92     99         0         0
  0  93     99         0         0
  0  94     99         0         0
  0  95     99         0         0
  0  96     99         0         0
  0  97     99         0         0
  0  98     99         0         0
  0  99     99         0         0
  0 100     99         0         0
  0 101     99         0         0
  0 102     99         0         0
  0 103     99         0         0
  0 104     99         0         0
  0 105     99         0         0
  0 106     99         0         0
  0 107     99         0         0
  0 108     99         0         0
  0 109     99         0         0
  0 110     99         0         0
  0 111     99         0         0
  0 112     99         0         0
  0 113     99         0         0
  0 114     99         0         0
  0 115     99         0         0
  0 116     99         0         0
  0 117     99         0         0
  0 118     99         0         0
  0 119     99         0         0
  0 120     99         0         0
  0 121     99         0         0
  0 122     99         0         0
  0 123     99         0         0
  0 124     99         0         0
  0 125     99         0         0
  0 126     99         0         0
  0 127     99         0         0
  1   0     99         0         0
  1   1     99         0         0
  1   2     99         0         0
  1   3     99         0         0
  1   4     99         0         0
  1   5     99         0         0
  1   6     99         0         0
  1   7     99         0         0
  1   8     99         0         0
  1   9     99         0         0
  1  10     99         0         0
  1  11     99         0         0
  1  12     99         0         0
  1  13     99         0         0
  1  14     99         0         0
  1  15     99         0         0
  1  16     99         0         0
  1  17     99         0         0
  1  18     99         0         0
  1  19     99         0         0
  1  20     99         0         0
  1  21     99         0         0
  1  22     99         0         0
  1  23     99         0         0
  1  24     99         0         0
  1  25     99         0         0
  1  26     99         0         0
  1  27     99         0         0
  1  28     99         0         0
  1  29     99         0         0
  1  30     99         0         0
  1  31     99         0         0
  1  32     99         0         0
  1  33     99         0         0
  1  34     99         0         0
  1  35     99         0         0
  1  36     99         0         0
  1  37      0   400.808   2.71474
  1  38      0   400.975   2.63247
  1  39      0   401.866   2.57931
  1  40      0    402.13   2.98388
  1  41      0     400.9   3.23898
  1  42      0   400.584   2.91726
  1  43      0   400.467   3.19867
  1  44      0   401.178    3.0434
  1  45      0   401.161   2.98954
  1  46      0   401.559   3.36681
  1  47      0   400.708    3.2752
  1  48      0    401.42   2.63078
  1  49      0   401.271   2.70569
  1  50      0   400.208   2.67937
  1  51      0   401.071   2.85211
  1  52      0   400.709   2.73392
  1  53      0   400.945   2.87568
  1  54      0   400.279   2.63516
  1  55      0   400.263   2.67279
  1  56      0   400.202   2.56083
  1  57      0   400.585   2.62173
  1  58      0   400.163   2.64097
  1  59      0   402.521   2.66831
  1  60      0   402.645   2.64798
  1  61      0   401.257   2.42482
  1  62      0    400.48   2.65501
  1  63      0   399.377      2.64
  1  64      0   401.176   2.98497
  1  65      0   401.625   2.71047
  1  66      0   400.083    2.8023
  1  67      0    400.58   3.31554
  1  68      0   402.476   3.08609
  1  69      0   400.768   3.21661
  1  70      0   401.555   3.05645
  1  71      0    400.88   2.80585
  1  72      0    401.54   3.08186
  1  73      0   400.789   3.50662
  1  74      0   401.829   3.49833
  1  75      0   400.216    3.1191
  1  76      0   401.204   3.16743
  1  77      0   401.075   2.75565
