# The L0 trigger conditions database.
# Format: min run, max run, L0 trigger bit/subdetector ID, name, downscaling.
# In case of variable downscaling:
# min run, max run, L0 trigger bit/subdetector ID, name, min downscaling, max downscaling.
#
# This file is maintained by Evgueni Goudzovski (eg@hep.ph.bham.ac.uk).
#
###########################################################################
#
# CHOD/D: used before OldCHOD became the control trigger
#
2350 2350 0 CHOD 100
3013 3027 5 CHOD 500
3065 3065 5 CHOD 1
3066 3066 5 CHOD 1 750
3067 3074 5 CHOD 500
3075 3078 5 CHOD 250
3080 3111 5 CHOD 250
3112 3112 5 CHOD 250 500
3113 3115 5 CHOD 250
3116 3116 5 CHOD 25 250
3117 3117 5 CHOD 25
3121 3121 5 CHOD 8 25
3122 3125 5 CHOD 25
3126 3128 5 CHOD 250
3130 3130 5 CHOD 250
3145 3160 5 CHOD 250
3161 3161 5 CHOD 500
3162 3162 5 CHOD 200
3163 3163 5 CHOD 100
3164 3166 5 CHOD 500
3167 3168 5 CHOD 250
3171 3171 5 CHOD 2 250
3172 3172 5 CHOD 2
3173 3173 5 CHOD 2 250
3174 3174 5 CHOD 3 5
3176 3180 5 CHOD 250
3183 3183 5 CHOD 250
3184 3184 5 CHOD 50 250
3185 3185 5 CHOD 50
3186 3186 5 CHOD 50 250
3187 3189 5 CHOD 250
3191 3191 5 CHOD 250
3195 3195 5 CHOD 250
3197 3199 5 CHOD 250
3200 3200 5 CHOD 250 1000
3201 3206 5 CHOD 250
3209 3217 5 CHOD 250
3222 3225 5 CHOD 250
3230 3232 5 CHOD 250
3235 3237 5 CHOD 250
3239 3247 5 CHOD 250
3249 3254 5 CHOD 250
3255 3255 5 CHOD 250 1500
3256 3257 5 CHOD 250
3258 3258 5 CHOD 2 250
3259 3259 5 CHOD 4
3260 3260 5 CHOD 4 400
3261 3261 5 CHOD 400
3262 3262 5 CHOD 250
3263 3263 5 CHOD 750 1500
3264 3264 5 CHOD 250 1500
3265 3265 5 CHOD 250
3273 3275 5 CHOD 250
3278 3280 5 CHOD 250
3282 3284 5 CHOD 250
3286 3290 5 CHOD 250
3303 3321 5 CHOD 250
3328 3333 5 CHOD 250
3337 3338 5 CHOD 250
3339 3339 5 CHOD 250 500
3340 3343 5 CHOD 250
3347 3348 5 CHOD 300
3349 3359 5 CHOD 250
3365 3365 5 CHOD 250
3366 3366 5 CHOD 250 2500
3367 3370 5 CHOD 250
3372 3377 5 CHOD 250
3383 3390 5 CHOD 250
3391 3391 5 CHOD 150 250
3392 3403 5 CHOD 250
3404 3404 5 CHOD 250 500
3405 3415 5 CHOD 250
3417 3425 5 CHOD 250
3428 3432 5 CHOD 250
3434 3437 5 CHOD 250
3443 3452 5 CHOD 250
3455 3457 5 CHOD 250
3459 3461 5 CHOD 250
3463 3468 5 CHOD 250
3470 3473 5 CHOD 250
3476 3491 5 CHOD 250
3493 3505 5 CHOD 250
3508 3510 5 CHOD 250
3512 3523 5 CHOD 250
3526 3526 5 CHOD 250
3529 3533 5 CHOD 250
3540 3540 5 CHOD 250
3552 3561 5 CHOD 250
3562 3562 5 CHOD 250 2000
3563 3575 5 CHOD 2000
3576 3576 5 CHOD 1000 2000
3577 3597 5 CHOD 2000
3598 3599 5 CHOD 250
3600 3600 5 CHOD 2000
3601 3608 5 CHOD 1000
3609 3610 5 CHOD 1
3626 3626 5 CHOD 1
3627 3629 5 CHOD 1000
3630 3634 5 CHOD 2000
3641 3652 5 CHOD 2000
3659 3674 5 CHOD 2000
3678 3679 5 CHOD 2000
3680 3680 5 CHOD 1000
3681 3685 5 CHOD 800
3686 3686 5 CHOD 800 1500
3687 3687 5 CHOD 1500
3688 3690 5 CHOD 2000
3692 3695 5 CHOD 2000
3696 3696 5 CHOD 2000 20000
3697 3706 5 CHOD 2000
3709 3710 5 CHOD 2000
3713 3714 5 CHOD 2000
3716 3716 5 CHOD 2000
3719 3723 5 CHOD 2000
3727 3733 5 CHOD 2000
3734 3735 5 CHOD 250
3736 3738 5 CHOD 2000
3741 3741 5 CHOD 2000
3743 3745 5 CHOD 2000
3747 3748 5 CHOD 2000
3750 3754 5 CHOD 2000
3759 3759 5 CHOD 2000
3760 3760 5 CHOD 1
3761 3762 5 CHOD 2000
3767 3769 5 CHOD 2000
3775 3775 5 CHOD 2000
3780 3783 5 CHOD 2000
3787 3787 5 CHOD 3
3788 3788 5 CHOD 2 3
3789 3791 5 CHOD 2
3792 3792 5 CHOD 2 4
3793 3797 5 CHOD 4
3798 3798 5 CHOD 2
3799 3799 5 CHOD 2 3
3800 3802 5 CHOD 2
3807 3807 5 CHOD 10
3808 3808 5 CHOD 2 10
3809 3810 5 CHOD 2
3811 3811 5 CHOD 3
3812 3812 5 CHOD 3 6
3813 3814 5 CHOD 6
3816 3818 5 CHOD 6
3819 3819 5 CHOD 6 2000
3820 3821 5 CHOD 6
3828 3828 5 CHOD 200 400
3830 3830 5 CHOD 400
3831 3832 5 CHOD 200
3833 3834 5 CHOD 1000
3838 3842 5 CHOD 2000
3844 3844 5 CHOD 2000
3848 3849 5 CHOD 2000
3854 3859 5 CHOD 2000
3860 3860 5 CHOD 1000 2000
3861 3861 5 CHOD 1000
3862 3862 5 CHOD 1000 2000
3863 3863 5 CHOD 2000
3864 3864 5 CHOD 1000
3865 3865 5 CHOD 2000
3866 3866 5 CHOD 1000 2000
3867 3868 5 CHOD 100
3869 3869 5 CHOD 1000 2000
3870 3870 5 CHOD 1500
3877 3877 5 CHOD 1500
3889 3889 5 CHOD 500 1500
3902 3903 5 CHOD 2000
3906 3911 5 CHOD 2000
3917 3917 5 CHOD 2000
3918 3918 5 CHOD 1000 2000
3919 3932 5 CHOD 2000
3933 3933 5 CHOD 1000 2000
3936 3938 5 CHOD 1500
3939 3941 5 CHOD 2000
3942 3942 5 CHOD 200
3943 3950 5 CHOD 2000
3951 3951 5 CHOD 1
3952 3952 5 CHOD 1 2000
3953 3954 5 CHOD 2000
3974 3975 5 CHOD 1000
3989 3993 5 CHOD 2000
3995 3998 0 CHOD 150
4000 4001 0 CHOD 150
4002 4002 0 CHOD 15 150
4003 4003 0 CHOD 150 1500
4004 4006 0 CHOD 150
4008 4008 0 CHOD 1 150
4009 4018 0 CHOD 150
4021 4026 0 CHOD 1000
4028 4028 0 CHOD 1000 4000
4029 4029 0 CHOD 750 2500
4030 4030 0 CHOD 750
4031 4041 0 CHOD 1500
4042 4042 0 CHOD 600 1500
4043 4046 0 CHOD 1000
4048 4056 0 CHOD 1000
4064 4065 0 CHOD 1000
4066 4066 0 CHOD 200 1000
4067 4069 0 CHOD 200
4074 4074 0 CHOD 100 1000
4088 4089 0 CHOD 100
4108 4108 0 CHOD 5000
4137 4137 0 CHOD 1 5000
4138 4138 0 CHOD 1
4550 4551 0 CHOD 1
4552 4556 0 CHOD 2
4560 4562 0 CHOD 1
4566 4566 0 CHOD 2 10
4567 4567 0 CHOD 10
4583 4583 0 CHOD 10 20
4584 4591 0 CHOD 20
4592 4601 0 CHOD 100
4608 4615 0 CHOD 100
4616 4616 0 CHOD 10 100
4617 4617 0 CHOD 10
4623 4624 0 CHOD 20
4655 4655 0 CHOD 50
4666 4672 0 CHOD 200
4673 4686 0 CHOD 50
4687 4688 0 CHOD 30
4698 4698 0 CHOD 30
4699 4699 0 CHOD 1
4705 4707 0 CHOD 30
4716 4716 0 CHOD 1000
4717 4722 0 CHOD 70
4725 4725 0 CHOD 70
4726 4726 0 CHOD 400
4737 4737 0 CHOD 240
4738 4738 0 CHOD 120
4739 4739 0 CHOD 400
4740 4740 0 CHOD 40
4757 4766 0 CHOD 40
4771 4772 0 CHOD 1
4781 4781 0 CHOD 40
4782 4787 0 CHOD 60
4790 4790 0 CHOD 60
4791 4793 0 CHOD 120
4794 4794 0 CHOD 60 120
4795 4801 0 CHOD 60
4802 4802 0 CHOD 100
4828 4828 0 CHOD 40 80
4829 4829 0 CHOD 40 160
4830 4833 0 CHOD 160
5000 5003 0 CHOD 20
5004 5004 0 CHOD 20 40
5005 5021 0 CHOD 40
5038 5041 0 CHOD 40
5071 5071 0 CHOD 40
5176 5176 0 CHOD 50
5237 5238 0 CHOD 10
5241 5246 0 CHOD 12
5247 5247 0 CHOD 12 1200
5248 5250 0 CHOD 12
5252 5255 0 CHOD 12
5300 5334 0 CHOD 12
5338 5338 0 CHOD 12
5339 5339 0 CHOD 12 48
5340 5348 0 CHOD 30
5349 5349 0 CHOD 12 30
5350 5351 0 CHOD 12
5353 5367 0 CHOD 12
5370 5370 0 CHOD 12
5372 5374 0 CHOD 12
5375 5382 0 CHOD 24
5383 5383 0 CHOD 10 24
5384 5385 0 CHOD 10
5386 5386 0 CHOD 1 3
5387 5390 0 CHOD 4
5395 5413 0 CHOD 12
5417 5419 0 CHOD 12
5421 5423 0 CHOD 12
6846 6854 0 CHOD 200
6855 6855 0 CHOD 300
6861 6861 0 CHOD 200
7082 7084 0 CHOD 1
7089 7089 0 CHOD 1
7195 7195 2 CHOD 1
7197 7199 2 CHOD 10
7201 7203 2 CHOD 10
7211 7212 2 CHOD 10
7215 7215 2 CHOD 10
7396 7398 0 CHOD 400
8655 8656 9 CHOD 1
8821 8844 9 CHOD 200
#
# NewCHOD Q1 trigger
#
4742 4751 6 Q1 1
4769 4769 6 Q1 1
4788 4790 6 Q1 40
4803 4803 6 Q1 40
4804 4804 6 Q1 20
4806 4807 6 Q1 20
4822 4827 6 Q1 20
4857 4857 6 Q1 20
5415 5416 0 Q1 12
5420 5420 0 Q1 12
5424 5434 0 Q1 12
5435 5435 0 Q1 20
5436 5436 0 Q1 15 20
5437 5478 0 Q1 15
5481 5482 0 Q1 15
5484 5489 0 Q1 20
5502 5502 0 Q1 5
5513 5518 0 Q1 20
5524 5526 0 Q1 15
5527 5527 0 Q1 30
5540 5540 0 Q1 4 10
5545 5545 0 Q1 20
5546 5548 0 Q1 15
5994 6001 0 Q1 6
6814 6814 1 Q1 1 5
6828 6829 1 Q1 5
6830 6836 1 Q1 1
6906 6906 1 Q1 1 5
6907 6908 1 Q1 5
6910 6912 1 Q1 5
6916 6916 1 Q1 5
7055 7071 0 Q1 1
7072 7072 0 Q1 1 100
7073 7074 0 Q1 100
7156 7159 1 Q1 1
7160 7160 1 Q1 3
7161 7161 1 Q1 1 3
